id	filename	md5	size	state
30aa7553-8769-4a86-aeb6-d5a851ec6513	30aa7553-8769-4a86-aeb6-d5a851ec6513/JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_E12_747870.grch38.seg.v2.txt	3d521d3ac9dfa57ccf94486cb94609b9	19588	validated
3138e1c6-d172-4a44-89ab-2734271a895f	3138e1c6-d172-4a44-89ab-2734271a895f/TCGA-E9-A1N3-01A-12D-A89F-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	73b95eb3c0462086f5dd6099fe49d2a8	18145	validated
33f41ad6-ee02-429b-9f0b-db2b53842369	33f41ad6-ee02-429b-9f0b-db2b53842369/TCGA-BH-A0E7-01A-11D-A891-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	d42598ff449ee3be1f3d4eaf4ec1753e	29979	validated
340041e1-dd48-41e2-b5e8-a1cdcb90c604	340041e1-dd48-41e2-b5e8-a1cdcb90c604/CUSKS_p_TCGAb47_SNP_1N_GenomeWideSNP_6_E12_628318.grch38.seg.v2.txt	ae8c87a103e6d814db5c7ac98bfbadad	79767	validated
3cb2542e-58d0-46fe-b0b3-888eb87961c8	3cb2542e-58d0-46fe-b0b3-888eb87961c8/USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_H08_787514.grch38.seg.v2.txt	b4110efe6590c2b3708f570fd59f9fd7	33662	validated
3fb1eaf4-10f9-419f-83d2-f9d509194b62	3fb1eaf4-10f9-419f-83d2-f9d509194b62/TCGA-AR-A1AW-01A-21D-A896-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	3a6db8f80dafd83832d5c1fa0bcd30ee	37495	validated
43301c28-09a9-44f0-90a9-ca136db493fb	43301c28-09a9-44f0-90a9-ca136db493fb/BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C08_780956.grch38.seg.v2.txt	0b6cee40108e82b5d82ec91407aa83c9	27729	validated
4cd2b01a-4372-49fb-92b1-f266e0e3b9af	4cd2b01a-4372-49fb-92b1-f266e0e3b9af/HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F01_741460.grch38.seg.v2.txt	a1a7efd104ce20626d740c16d6522949	23535	validated
5dcf92ce-8c48-41b5-897a-d1356ef498b0	5dcf92ce-8c48-41b5-897a-d1356ef498b0/TCGA-A1-A0SI-01A-11D-A89F-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	a047250da95c72e40e38b9f7041a71f0	52536	validated
67d59569-a743-4943-92eb-26df2207d4d5	67d59569-a743-4943-92eb-26df2207d4d5/HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F07_628408.grch38.seg.v2.txt	1594788cf4387595660607b8be823b25	20188	validated
71cf59a7-ba18-41fb-8a8e-7f94f1f291bf	71cf59a7-ba18-41fb-8a8e-7f94f1f291bf/COPAL_p_TCGAb_337_338_339_NSP_GenomeWideSNP_6_F08_1373562.grch38.seg.v2.txt	6a6e503a9b17c43a120bc6e5f5b635da	24091	validated
746df9e9-1f0c-4aff-ab24-fc0ed98600d2	746df9e9-1f0c-4aff-ab24-fc0ed98600d2/URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_A10_735078.grch38.seg.v2.txt	555276af1eef5b1cf2b3c9aacf974c80	25141	validated
78d55b51-6d25-43c6-8067-a115a8b4cfbf	78d55b51-6d25-43c6-8067-a115a8b4cfbf/COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_A10_667202.grch38.seg.v2.txt	1f71b024174796153c5f4dd1e9b0a2c2	350453	validated
7a3a7eff-f042-49e8-ae76-737ba33d843b	7a3a7eff-f042-49e8-ae76-737ba33d843b/BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E02_772206.grch38.seg.v2.txt	7540ff15579fcfbb4e86aae345bc5b25	67468	validated
7d4dbbf8-26da-450e-be03-41fc370bd9e8	7d4dbbf8-26da-450e-be03-41fc370bd9e8/HAULS_p_TCGAb47_SNP_2N_GenomeWideSNP_6_F02_628404.grch38.seg.v2.txt	b4da7787170407dbe87af9ed94e9ebf0	21181	validated
80531007-e62c-40e1-a778-215384a36608	80531007-e62c-40e1-a778-215384a36608/COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_F03_667180.grch38.seg.v2.txt	129546924443407efbe48d0d4a65c6da	86964	validated
82ded1ab-7f00-4057-8a36-344c7d186688	82ded1ab-7f00-4057-8a36-344c7d186688/BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_D12_697044.grch38.seg.v2.txt	ea6f015e5fe8343498a999dcfc72878d	31644	validated
83b2121d-169e-4fd3-9e14-3fd339cb0442	83b2121d-169e-4fd3-9e14-3fd339cb0442/RANDS_p_TCGA_b109_SNP_1N_GenomeWideSNP_6_F10_771852.grch38.seg.v2.txt	22cb8f4ef36de5f118006de57c5044d0	26436	validated
8659a76a-1911-49d9-b9e1-3b7f48f339c7	8659a76a-1911-49d9-b9e1-3b7f48f339c7/BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_D01_697136.grch38.seg.v2.txt	f15237bde5514bb8a8d0f1f3514737c7	27322	validated
8b94c0c9-c2b9-4bb6-8279-743fca22c917	8b94c0c9-c2b9-4bb6-8279-743fca22c917/TCGA-AR-A0U1-01A-11D-A893-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	e2f28dc436eae4c38f24330ef196e561	90359	validated
93528c76-36cb-46ca-9b05-d7883fb6259d	93528c76-36cb-46ca-9b05-d7883fb6259d/GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G03_777974.grch38.seg.v2.txt	fd46bfe88492c8a735727e441d17b654	70670	validated
9376e96f-cd9e-4d7a-af84-57d40e0daf56	9376e96f-cd9e-4d7a-af84-57d40e0daf56/EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_D09_802378.grch38.seg.v2.txt	9ed33c8db941fb93d327010131b83cc7	28859	validated
9f913672-1aa9-4367-8117-416f913b4eb0	9f913672-1aa9-4367-8117-416f913b4eb0/CROZE_p_TCGA_254_256_255_N_GenomeWideSNP_6_C03_1301448.grch38.seg.v2.txt	75972ea247e120c7b488d6a8bfad9d05	20348	validated
a411dfef-fd7d-48e3-80bf-21d23bdfeaf6	a411dfef-fd7d-48e3-80bf-21d23bdfeaf6/HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_H03_741422.grch38.seg.v2.txt	7c3de84dc2a76829b0c594fe7f280439	30505	validated
a4d13869-424b-4494-aab1-ae51b6630ee1	a4d13869-424b-4494-aab1-ae51b6630ee1/TCGA-BH-A0B3-01A-11D-A890-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	1a86ea2a98d426ac45e6cb28273da116	124843	validated
abf4b987-d176-46b0-bad4-7145ba204496	abf4b987-d176-46b0-bad4-7145ba204496/TCGA-B6-A0WS-01A-11D-A893-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	d52f79da318ee6ef7d147a18cb505655	43156	validated
b1b2c156-6966-41ed-abfd-32eac0ac8257	b1b2c156-6966-41ed-abfd-32eac0ac8257/fc6d77a9-121b-48ab-a899-713c3d1319a2_wgs_gdc_realn.cr.igv.reheader.seg.txt	178bf88e5cdc0bd20e2abba96922b1ff	300434	validated
b3943b90-f5a6-4d67-8c2c-dd39116aecd9	b3943b90-f5a6-4d67-8c2c-dd39116aecd9/USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_G05_787552.grch38.seg.v2.txt	5c669a69ad69d5a0ba5862322b0a3670	28986	validated
b69eeece-7cc8-4299-bfcb-3617f239338c	b69eeece-7cc8-4299-bfcb-3617f239338c/BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_C01_697154.grch38.seg.v2.txt	922e9162865cf628e51cdd5a86ae1ff7	59115	validated
bf15564c-8833-4dd9-9943-d26e7339659a	bf15564c-8833-4dd9-9943-d26e7339659a/BITES_p_TCGAb61_SNP_S_GenomeWideSNP_6_E08_697096.grch38.seg.v2.txt	9f02cf21ab5886127ea5ac7629031810	67485	validated
cb8a4166-dcc2-4a5f-b385-f2464f7065e7	cb8a4166-dcc2-4a5f-b385-f2464f7065e7/BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_C05_667052.grch38.seg.v2.txt	8bd34ffeeedc237a00934ee49821f096	33030	validated
db86d78c-d6e7-4c62-8942-91b839270b2b	db86d78c-d6e7-4c62-8942-91b839270b2b/JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_C10_748046.grch38.seg.v2.txt	66fa496d5471faf22b64d469c22d0e43	36175	validated
e2442d2f-ce97-4286-a369-c791a5dd71d3	e2442d2f-ce97-4286-a369-c791a5dd71d3/WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_G04_799910.grch38.seg.v2.txt	4c5c914838b53912766db2ea585b300e	16906	validated
e683256f-63dc-4bf8-880a-26cff0521b7a	e683256f-63dc-4bf8-880a-26cff0521b7a/URAEI_p_TCGASNP_b85_N_GenomeWideSNP_6_E10_735154.grch38.seg.v2.txt	0c12dcaa8f856e5005090fb5fe73ba75	33273	validated
ec2bc6b1-13db-458d-91f9-d5716c1fd80a	ec2bc6b1-13db-458d-91f9-d5716c1fd80a/TCGA-D8-A1JC-01A-11D-A897-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt	31056e47f81f8c513a25165ba1cec6d8	125871	validated
f010ee2d-85ef-4749-ae00-07470647bbc3	f010ee2d-85ef-4749-ae00-07470647bbc3/COZEN_p_TCGAb56_SNP_2N_GenomeWideSNP_6_B11_667216.grch38.seg.v2.txt	05471057c6a195947d807fecc23696a1	26095	validated
f0676a02-8fd8-4fa3-a3a7-2df7e0d03ac2	f0676a02-8fd8-4fa3-a3a7-2df7e0d03ac2/de2e4f39-3575-48be-bd36-853f0989d5f2_wgs_gdc_realn.cr.igv.reheader.seg.txt	0ad19206fcb6f6b4056944391df3803a	335463	validated
f071e922-8229-413b-8c8f-d6e1573e9823	f071e922-8229-413b-8c8f-d6e1573e9823/GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_B04_778150.grch38.seg.v2.txt	e1b3f1578b96bb937679eb4833ffd424	17385	validated
fa59df02-c695-47fc-9fff-e95900f18671	fa59df02-c695-47fc-9fff-e95900f18671/JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_B02_747956.grch38.seg.v2.txt	28bf6361e4d3976af9a13410879f0643	51705	validated
